DEPTH(m),CALI,GR,RESS,RESD,DENSITY,NEUTRON,Depth_ft,PERM
2268.626,12.148,59.318,1.228,1.184,2.124,0.363,7443.0,361.843
2268.779,12.158,69.687,1.202,1.153,2.129,0.37,7443.5,337.195
2268.931,12.264,81.321,1.378,1.32,2.149,0.402,7444.0,255.509
2269.083,12.464,92.575,1.798,1.747,2.184,0.399,7444.5,0.2324
2269.236,12.521,98.099,2.235,2.2,2.22,0.391,7445.0,0.2324
2269.388,12.501,103.418,2.107,2.035,2.24,0.391,7445.5,0.2324
2279.904,12.794,99.399,2.016,1.836,2.227,0.464,7480.0,0.2324
2280.056,12.694,101.463,2.018,1.845,2.233,0.474,7480.5,0.2324
2280.209,12.526,100.743,2.04,1.866,2.229,0.472,7481.0,0.2324
2280.361,12.551,100.352,2.103,1.923,2.226,0.412,7481.5,0.2324
2280.514,12.828,98.266,2.191,1.997,2.23,0.394,7482.0,0.2324
2280.666,13.333,101.991,2.268,2.059,2.236,0.422,7482.5,0.2324
2280.818,13.069,97.534,2.323,2.119,2.238,0.402,7483.0,117.733
2280.971,12.526,95.741,2.234,2.049,2.235,0.363,7483.5,117.733
2281.123,12.493,88.148,2.096,1.94,2.235,0.36,7484.0,117.733
2281.276,12.412,85.967,1.985,1.863,2.233,0.383,7484.5,117.733
2281.428,12.285,76.487,1.84,1.726,2.205,0.404,7485.0,1282.25
2281.58,12.278,70.926,1.658,1.548,2.146,0.367,7485.5,1757.78
2281.733,12.3,59.306,1.58,1.476,2.108,0.345,7486.0,2166.3
2281.885,12.284,53.179,1.645,1.541,2.139,0.316,7486.5,1833.24
2282.038,12.23,51.237,1.661,1.552,2.214,0.286,7487.0,1226.05
2282.19,12.217,54.887,1.569,1.449,2.27,0.3,7487.5,907.367
2282.342,12.217,64.114,1.467,1.337,2.275,0.323,7488.0,880.462
2282.495,12.179,78.379,1.447,1.321,2.243,0.369,7488.5,117.733
2282.647,12.165,87.281,1.531,1.416,2.206,0.399,7489.0,117.733
2282.8,12.152,99.255,1.68,1.568,2.185,0.428,7489.5,117.733
2309.165,13.027,96.343,1.586,1.32,2.132,0.52,7576.0,117.733
2309.317,13.158,89.515,1.736,1.443,2.125,0.422,7576.5,117.733
2309.469,12.953,82.548,2.075,1.736,2.122,0.397,7577.0,1753.92
2309.622,12.492,71.727,2.668,2.255,2.119,0.35,7577.5,1785.11
2309.774,12.276,66.613,3.348,2.849,2.123,0.384,7578.0,1742.58
2309.927,12.294,63.927,3.956,3.357,2.136,0.385,7578.5,1636.87
2310.079,12.235,59.16,4.594,3.862,2.139,0.395,7579.0,1606.97
2310.232,12.179,54.011,5.718,4.777,2.132,0.357,7579.5,1669.0
2310.384,12.165,53.845,7.276,6.104,2.127,0.37,7580.0,1714.39
2310.536,12.149,54.492,8.609,7.185,2.132,0.391,7580.5,1671.36
2310.689,12.181,56.922,10.034,8.381,2.135,0.403,7581.0,1640.42
2310.841,12.238,52.345,13.024,11.688,2.126,0.365,7581.5,1718.63
2310.994,12.248,46.707,15.566,15.223,2.11,0.356,7582.0,1864.99
2311.146,12.223,44.381,13.331,12.803,2.101,0.336,7582.5,1957.0601
2311.298,12.21,47.568,9.109,8.079,2.106,0.357,7583.0,1900.47
2311.451,12.252,59.035,6.374,5.34,2.127,0.372,7583.5,1708.73
2311.603,12.305,70.817,4.836,3.918,2.151,0.431,7584.0,117.733
2311.756,12.313,74.089,4.121,3.262,2.161,0.411,7584.5,117.733
2311.908,12.39,76.968,3.872,3.013,2.161,0.379,7585.0,117.733
2312.06,12.439,74.112,3.909,3.031,2.166,0.372,7585.5,117.733
2312.213,12.456,77.726,3.907,3.035,2.178,0.356,7586.0,0.2324
2312.365,12.458,76.857,3.729,2.923,2.178,0.341,7586.5,126.088
2312.518,12.41,79.359,3.542,2.855,2.159,0.343,7587.0,161.935
2312.67,12.446,83.22,3.114,2.558,2.135,0.403,7587.5,0.2324
2312.823,12.638,91.038,2.669,2.18,2.125,0.479,7588.0,0.2324
2312.975,12.759,96.2,2.41,1.962,2.127,0.48,7588.5,0.2324
2313.127,12.676,100.44,2.42,2.026,2.133,0.477,7589.0,0.2324
2313.28,12.512,103.948,2.432,2.107,2.14,0.453,7589.5,0.2324
2313.432,12.529,105.319,2.321,2.085,2.154,0.484,7590.0,0.2324
2313.584,12.617,102.578,2.063,1.937,2.176,0.508,7590.5,0.2324
2696.261,12.89,119.379,1.597,1.852,2.289,0.4,8846.0,32.9396
2696.413,12.941,119.061,1.684,1.975,2.3,0.4,8846.5,35.3281
2696.566,12.766,117.366,1.724,2.027,2.298,0.431,8847.0,35.6896
2696.718,12.889,114.393,1.684,1.976,2.292,0.403,8847.5,37.4858
2696.87,12.985,113.028,1.715,2.035,2.286,0.406,8848.0,0.2324
2697.023,13.146,112.793,1.724,2.079,2.266,0.404,8848.5,0.2324
2697.175,13.111,106.731,1.706,2.088,2.217,0.428,8849.0,0.2324
2697.328,13.404,111.435,1.564,1.907,2.158,0.396,8849.5,0.2324
2697.48,14.125,120.877,1.468,1.781,2.133,0.389,8850.0,0.2324
2697.632,14.555,117.603,1.515,1.857,2.15,0.378,8850.5,0.2324
2697.785,15.552,123.821,1.559,1.947,2.175,0.421,8851.0,0.2324
2697.937,16.785,125.685,1.542,1.93,2.193,0.425,8851.5,0.2324
2698.09,17.252,126.953,1.487,1.85,2.213,0.42,8852.0,68.8457
2698.242,16.761,123.995,1.546,1.962,2.238,0.402,8852.5,178.515
2698.394,15.872,122.148,1.57,2.004,2.261,0.395,8853.0,278.812
2698.547,15.431,121.09,1.578,2.009,2.276,0.379,8853.5,205.102
2698.699,15.254,127.647,1.566,1.993,2.272,0.349,8854.0,114.766
2698.852,13.788,120.415,1.579,2.027,2.257,0.357,8854.5,0.2324
2705.557,11.979,106.348,1.845,2.137,2.287,0.358,8876.5,117.733
2705.71,12.112,106.049,1.761,2.03,2.305,0.357,8877.0,755.234
2705.862,12.87,110.305,1.726,1.986,2.328,0.405,8877.5,740.039
2706.014,13.014,115.486,1.7,1.95,2.341,0.394,8878.0,727.613
2706.167,12.585,117.466,1.596,1.816,2.337,0.399,8878.5,708.303
2706.319,12.535,123.175,1.504,1.699,2.322,0.409,8879.0,662.098
2706.472,12.502,117.538,1.501,1.695,2.304,0.44,8879.5,600.647
2706.624,12.494,122.4,1.599,1.831,2.284,0.454,8880.0,562.934
2706.776,12.29,117.881,1.634,1.895,2.266,0.468,8880.5,551.355
2706.929,12.209,121.059,1.59,1.85,2.262,0.481,8881.0,541.136
2707.081,12.214,117.3,1.543,1.797,2.278,0.459,8881.5,532.405
2707.234,12.213,117.48,1.542,1.806,2.297,0.41,8882.0,535.671
2707.386,12.145,120.827,1.525,1.787,2.293,0.389,8882.5,546.438
2707.538,12.102,118.152,1.515,1.766,2.264,0.399,8883.0,555.04
2707.691,12.078,119.723,1.51,1.755,2.236,0.425,8883.5,565.981
2707.843,12.024,119.035,1.504,1.737,2.225,0.426,8884.0,612.215
2707.996,12.012,121.727,1.486,1.723,2.222,0.436,8884.5,747.367
2708.148,12.06,123.207,1.492,1.746,2.22,0.434,8885.0,1033.9
2708.3,12.161,120.405,1.539,1.821,2.23,0.441,8885.5,1493.04
2708.453,12.215,124.531,1.577,1.888,2.249,0.44,8886.0,1970.54
2708.605,12.062,117.934,1.528,1.838,2.246,0.459,8886.5,2275.8899
2708.758,12.051,116.855,1.439,1.716,2.207,0.512,8887.0,2418.5801
2708.91,12.1,115.3,1.377,1.629,2.166,0.505,8887.5,117.733
2709.062,12.133,122.961,1.392,1.637,2.164,0.508,8888.0,117.733
2709.215,12.176,124.727,1.431,1.682,2.199,0.436,8888.5,117.733
2709.367,12.302,125.59,1.464,1.727,2.232,0.391,8889.0,117.733
2709.52,12.477,120.333,1.484,1.763,2.233,0.38,8889.5,117.733
2788.006,12.193,125.066,2.179,2.187,2.27,0.39,9147.0,0.2324
2788.158,12.31,127.315,1.946,1.925,2.325,0.465,9147.5,0.2324
2788.31,12.345,124.26,1.885,1.861,2.359,0.498,9148.0,0.2324
2788.463,12.346,123.919,1.811,1.781,2.357,0.497,9148.5,0.2324
2788.615,12.346,126.431,1.755,1.725,2.343,0.432,9149.0,23.1566
2788.768,12.329,126.59,1.69,1.663,2.336,0.385,9149.5,23.1987
2788.92,12.318,124.965,1.641,1.617,2.336,0.349,9150.0,22.1026
2789.073,12.278,123.326,1.618,1.603,2.335,0.36,9150.5,21.2175
2789.225,12.257,123.62,1.589,1.589,2.329,0.395,9151.0,0.2324
2789.377,12.256,123.519,1.556,1.569,2.32,0.449,9151.5,0.2324
2789.53,12.256,129.669,1.534,1.558,2.314,0.598,9152.0,0.2324
2789.682,12.269,130.983,1.515,1.55,2.312,0.804,9152.5,0.2324
2789.834,12.271,131.691,1.495,1.546,2.312,0.671,9153.0,0.2324
2789.987,12.261,128.553,1.47,1.541,2.313,0.502,9153.5,0.2324
2790.139,12.273,131.494,1.449,1.534,2.316,0.469,9154.0,0.2324
2790.292,12.281,131.108,1.439,1.538,2.318,0.454,9154.5,0.2324
2790.444,12.28,121.278,1.435,1.548,2.318,0.439,9155.0,0.2324
2790.596,12.283,116.341,1.425,1.546,2.317,0.432,9155.5,0.2324
2790.749,12.285,117.894,1.417,1.542,2.315,0.421,9156.0,117.733
2790.901,12.283,121.763,1.427,1.558,2.309,0.414,9156.5,654.625
2791.054,12.286,120.626,1.459,1.597,2.297,0.403,9157.0,682.953
2791.206,12.279,110.133,1.486,1.625,2.285,0.443,9157.5,714.107
2791.358,12.281,108.611,1.505,1.648,2.279,0.444,9158.0,729.496
2791.511,12.304,122.167,1.533,1.683,2.283,0.598,9158.5,723.369
2791.663,12.306,133.278,1.543,1.693,2.296,0.623,9159.0,722.119
2791.816,12.291,138.945,1.539,1.689,2.316,0.665,9159.5,732.217
2791.968,12.295,128.816,1.52,1.667,2.332,0.571,9160.0,737.414
2792.12,12.306,116.813,1.482,1.625,2.339,0.532,9160.5,716.712
2792.273,12.321,114.924,1.443,1.576,2.341,0.55,9161.0,685.176
2792.425,12.315,121.581,1.432,1.558,2.343,0.618,9161.5,675.539
2792.578,12.313,136.657,1.415,1.54,2.345,0.534,9162.0,694.517
2792.73,12.338,140.498,1.4,1.52,2.345,0.437,9162.5,711.82
2792.882,12.366,134.008,1.401,1.521,2.341,0.391,9163.0,698.389
2793.035,12.386,121.896,1.404,1.523,2.335,0.396,9163.5,672.72
2793.187,12.373,115.976,1.406,1.519,2.333,0.444,9164.0,670.245
2793.34,12.369,120.619,1.403,1.508,2.335,0.463,9164.5,692.943
2793.492,12.375,121.667,1.393,1.488,2.339,0.474,9165.0,710.075
2793.644,12.376,125.46,1.385,1.474,2.341,0.48,9165.5,704.638
2793.797,12.377,124.101,1.363,1.447,2.339,0.586,9166.0,696.638
2793.949,12.369,129.842,1.347,1.429,2.335,0.627,9166.5,701.806
2794.102,12.368,130.915,1.331,1.413,2.331,0.59,9167.0,710.076
2794.254,12.369,133.99,1.327,1.408,2.329,0.457,9167.5,707.596
2794.406,12.358,131.552,1.338,1.421,2.329,0.434,9168.0,698.93
2794.559,12.348,136.151,1.372,1.465,2.331,0.449,9168.5,702.181
2794.711,12.35,128.973,1.402,1.507,2.333,0.408,9169.0,719.472
2794.864,12.36,125.526,1.403,1.51,2.332,0.388,9169.5,731.48
2795.016,12.339,120.24,1.391,1.498,2.329,0.387,9170.0,720.22
2795.168,12.304,123.891,1.432,1.552,2.325,0.423,9170.5,676.499
2795.321,12.293,129.286,1.542,1.689,2.323,0.444,9171.0,117.733
2795.473,12.27,129.589,1.66,1.836,2.323,0.468,9171.5,117.733
2795.625,12.358,124.688,1.701,1.88,2.321,0.472,9172.0,117.733
2795.778,12.335,120.532,1.664,1.83,2.316,0.441,9172.5,117.733
2836.469,12.303,134.083,1.465,1.521,2.275,0.536,9306.0,0.2324
2836.621,12.26,128.611,1.468,1.526,2.25,0.488,9306.5,0.2324
2836.774,12.279,126.361,1.588,1.666,2.255,0.411,9307.0,0.2324
2836.926,12.311,128.142,1.76,1.867,2.275,0.381,9307.5,0.2324
2837.078,12.264,120.656,1.912,2.033,2.29,0.382,9308.0,0.2324
2837.231,12.219,121.671,1.962,2.088,2.292,0.4,9308.5,0.2324
2837.383,12.133,112.475,1.908,2.032,2.286,0.489,9309.0,0.2324
2837.536,12.048,114.36,1.774,1.885,2.28,0.678,9309.5,0.2324
2837.688,12.062,113.308,1.666,1.767,2.281,0.723,9310.0,0.2324
2837.84,12.125,109.679,1.558,1.644,2.28,0.467,9310.5,0.2324
2837.993,12.158,111.376,1.44,1.509,2.267,0.382,9311.0,0.2324
2838.145,12.185,112.521,1.39,1.446,2.259,0.354,9311.5,0.2324
2838.298,12.16,123.92,1.459,1.517,2.275,0.358,9312.0,0.2324
2838.45,12.254,133.212,1.546,1.614,2.307,0.397,9312.5,0.2324
2838.602,12.208,139.598,1.572,1.643,2.327,0.42,9313.0,0.2324
2838.755,11.967,143.634,1.528,1.595,2.329,0.423,9313.5,102.944
2838.907,11.818,138.711,1.486,1.549,2.329,0.538,9314.0,1533.47
2839.06,11.929,140.426,1.465,1.536,2.328,0.615,9314.5,1805.45
2839.212,12.087,134.511,1.45,1.536,2.303,0.586,9315.0,1867.59
2839.365,12.22,133.084,1.438,1.531,2.26,0.439,9315.5,1709.7
2839.517,12.354,121.907,1.465,1.562,2.236,0.374,9316.0,1502.36
2839.669,12.333,117.194,1.541,1.648,2.256,0.362,9316.5,1422.41
2839.822,12.209,118.701,1.58,1.686,2.286,0.34,9317.0,1539.48
2839.974,12.156,130.137,1.58,1.679,2.296,0.376,9317.5,1853.96
2840.126,12.181,127.99,1.623,1.74,2.293,0.454,9318.0,2246.8799
2840.279,12.134,128.708,1.682,1.834,2.296,0.594,9318.5,2477.6001
2840.431,12.062,120.082,1.44,1.575,2.297,0.497,9319.0,2432.74
2840.583,11.96,122.604,1.109,1.204,2.287,0.482,9319.5,2298.5901
2840.736,11.88,119.151,0.962,1.044,2.279,0.459,9320.0,2243.6799
2840.888,11.855,117.411,0.98,1.068,2.28,0.474,9320.5,2197.05
2841.041,11.905,113.473,1.035,1.135,2.278,0.467,9321.0,2025.92
2841.193,11.977,105.387,1.063,1.171,2.259,0.414,9321.5,1785.64
2841.346,12.104,100.179,1.064,1.174,2.229,0.423,9322.0,1611.67
2841.498,12.263,103.639,1.059,1.172,2.209,0.382,9322.5,1564.55
2841.65,12.05,105.404,1.042,1.157,2.22,0.463,9323.0,1648.13
2841.803,12.248,118.558,1.024,1.135,2.257,0.438,9323.5,1806.24
2841.955,12.733,127.144,1.031,1.14,2.286,0.456,9324.0,1917.0601
2842.108,12.385,126.554,1.091,1.21,2.289,0.388,9324.5,1896.54
2842.26,12.096,121.26,1.1,1.225,2.273,0.322,9325.0,1797.99
2842.412,12.079,121.371,1.071,1.194,2.257,0.368,9325.5,1733.3199
2842.565,11.983,123.139,1.024,1.15,2.251,0.424,9326.0,1742.75
2842.717,11.83,121.126,0.964,1.091,2.253,0.564,9326.5,1765.21
2842.87,11.757,122.06,0.751,0.835,2.257,0.624,9327.0,1729.66
2843.022,11.755,119.328,0.607,0.669,2.257,0.663,9327.5,1666.87
2843.174,12.063,123.559,0.639,0.714,2.255,0.645,9328.0,1650.51
2843.327,12.177,119.282,0.842,0.96,2.255,0.578,9328.5,1677.86
2843.479,12.082,119.591,1.041,1.186,2.256,0.453,9329.0,1689.86
2843.632,12.125,125.1,1.04,1.173,2.251,0.395,9329.5,1665.5601
2843.784,12.053,127.045,1.075,1.2,2.235,0.431,9330.0,1624.83
2843.936,12.163,128.457,1.138,1.264,2.215,0.445,9330.5,1572.96
2844.089,12.183,130.54,1.186,1.316,2.196,0.418,9331.0,1519.99
2844.241,12.197,133.064,1.142,1.277,2.187,0.404,9331.5,1501.41
2844.394,12.351,132.427,1.125,1.27,2.198,0.432,9332.0,1535.63
2844.546,12.136,124.725,1.08,1.222,2.231,0.448,9332.5,1600.92
2844.698,12.007,116.654,1.051,1.188,2.264,0.473,9333.0,1679.1899
2844.851,12.012,117.571,1.05,1.18,2.271,0.452,9333.5,1780.33
2845.003,12.083,119.032,1.123,1.26,2.259,0.473,9334.0,1931.72
2845.156,12.172,123.149,1.22,1.365,2.249,0.422,9334.5,2149.3301
2845.308,12.17,126.706,1.263,1.406,2.249,0.383,9335.0,2365.1899
2845.46,12.114,120.588,1.265,1.4,2.248,0.385,9335.5,2430.75
2845.613,12.112,121.976,1.295,1.43,2.25,0.397,9336.0,117.733
2845.765,12.023,112.85,1.334,1.478,2.263,0.491,9336.5,117.733
2845.917,11.896,111.577,1.349,1.487,2.283,0.577,9337.0,117.733
2846.07,11.869,111.294,1.346,1.469,2.297,0.522,9337.5,117.733
2846.222,11.939,117.83,1.364,1.491,2.299,0.455,9338.0,117.733
2846.375,12.03,122.15,1.416,1.554,2.295,0.405,9338.5,117.733
2849.271,12.196,132.046,1.531,1.624,2.318,0.417,9348.0,117.733
2849.423,12.216,132.494,1.527,1.622,2.319,0.372,9348.5,1619.6801
2849.575,12.211,131.859,1.539,1.64,2.321,0.4,9349.0,2023.3199
2849.728,12.183,133.03,1.56,1.663,2.325,0.391,9349.5,2120.1499
2849.88,12.172,129.878,1.592,1.7,2.327,0.407,9350.0,2038.0601
2850.032,12.165,123.627,1.597,1.715,2.321,0.479,9350.5,1985.49
2850.185,12.094,116.404,1.527,1.644,2.3,0.672,9351.0,2031.73
2850.337,12.037,114.709,1.411,1.507,2.272,0.525,9351.5,2155.26
2850.49,12.424,120.21,1.371,1.456,2.253,0.486,9352.0,2307.6201
2850.642,12.878,127.227,1.413,1.501,2.255,0.467,9352.5,2423.1499
2850.794,12.552,126.41,1.468,1.566,2.272,0.455,9353.0,2436.97
2850.947,12.27,125.315,1.481,1.583,2.29,0.431,9353.5,2349.1299
2851.099,12.234,135.896,1.458,1.557,2.292,0.44,9354.0,2230.1101
2851.252,12.166,127.901,1.391,1.485,2.264,0.467,9354.5,2133.4199
2851.404,12.333,124.971,1.335,1.416,2.218,0.42,9355.0,2057.7
2851.556,12.566,125.748,1.35,1.429,2.203,0.441,9355.5,1991.92
2851.709,12.295,126.079,1.427,1.524,2.237,0.448,9356.0,1941.9
2851.861,12.147,122.725,1.498,1.603,2.286,0.465,9356.5,1918.49
2852.014,12.129,118.547,1.556,1.659,2.314,0.517,9357.0,1902.58
2852.166,12.107,123.397,1.554,1.652,2.318,0.49,9357.5,1842.8199
2852.318,12.081,124.811,1.532,1.622,2.315,0.4,9358.0,1732.28
2852.471,12.049,126.49,1.516,1.602,2.31,0.38,9358.5,1643.15
2852.623,12.019,125.995,1.521,1.604,2.306,0.408,9359.0,1645.6899
2852.776,12.066,120.099,1.552,1.638,2.315,0.493,9359.5,1744.16
2852.928,12.104,118.086,1.602,1.686,2.331,0.553,9360.0,1840.35
2853.08,12.102,120.068,1.613,1.704,2.343,0.63,9360.5,1804.74
2853.233,12.102,129.367,1.558,1.643,2.349,0.614,9361.0,1661.97
2853.385,12.113,135.262,1.499,1.575,2.352,0.484,9361.5,1553.41
2853.538,12.126,133.683,1.492,1.563,2.356,0.376,9362.0,1528.6
2853.69,12.127,137.576,1.486,1.551,2.36,0.374,9362.5,1482.65
2853.842,12.083,138.076,1.486,1.553,2.358,0.379,9363.0,1313.48
2853.995,12.163,139.329,1.508,1.579,2.35,0.445,9363.5,1122.0601
2854.147,12.166,133.99,1.512,1.581,2.342,0.406,9364.0,69.8326
2854.3,11.986,125.94,1.496,1.562,2.338,0.448,9364.5,83.452
2854.452,11.957,125.136,1.483,1.546,2.341,0.397,9365.0,110.363
2854.604,11.915,123.318,1.511,1.57,2.347,0.413,9365.5,123.906
2854.757,11.878,121.321,1.551,1.62,2.351,0.409,9366.0,131.65
2854.909,11.842,118.862,1.564,1.639,2.347,0.424,9366.5,171.001
2855.062,11.836,121.234,1.554,1.628,2.336,0.477,9367.0,257.16
2855.214,11.84,128.05,1.562,1.637,2.321,0.525,9367.5,335.56
2855.366,11.855,129.903,1.582,1.664,2.313,0.541,9368.0,325.86
2855.519,11.8,123.32,1.556,1.642,2.32,0.592,9368.5,239.13
2855.671,11.698,115.338,1.461,1.538,2.33,0.538,9369.0,131.07
2855.823,11.618,122.718,1.36,1.431,2.323,0.479,9369.5,69.0011
2855.976,11.566,119.713,1.281,1.347,2.301,0.421,9370.0,58.1799
2856.128,11.782,118.463,1.249,1.311,2.279,0.41,9370.5,89.7603
2856.281,11.845,118.506,1.246,1.306,2.268,0.379,9371.0,158.436
2856.433,11.773,122.186,1.263,1.325,2.267,0.405,9371.5,210.979
2856.586,11.814,130.52,1.289,1.353,2.278,0.442,9372.0,247.126
2856.738,11.69,134.121,1.332,1.398,2.297,0.461,9372.5,318.179
2856.89,11.661,129.44,1.384,1.457,2.312,0.473,9373.0,424.145
2857.043,11.591,127.344,1.419,1.499,2.31,0.524,9373.5,507.466
2857.195,11.533,124.742,1.424,1.507,2.296,0.617,9374.0,519.854
2857.348,11.957,131.251,1.4,1.483,2.282,0.684,9374.5,446.28
2857.5,12.296,132.955,1.348,1.427,2.27,0.539,9375.0,343.757
2857.652,12.022,124.788,1.293,1.366,2.263,0.482,9375.5,289.614
2857.805,11.869,123.937,1.294,1.371,2.269,0.516,9376.0,1826.75
2857.957,11.831,123.426,1.344,1.43,2.281,0.563,9376.5,1927.46
2858.11,11.815,123.598,1.357,1.44,2.286,0.581,9377.0,2102.3899
2858.262,11.853,125.155,1.356,1.437,2.282,0.536,9377.5,2353.3999
2858.414,11.85,126.038,1.38,1.465,2.275,0.427,9378.0,2546.6399
2858.567,11.787,129.38,1.419,1.514,2.27,0.448,9378.5,2541.8999
2858.719,11.786,128.936,1.415,1.515,2.267,0.39,9379.0,2506.05
2858.872,11.815,133.055,1.391,1.49,2.267,0.401,9379.5,2634.46
2859.024,11.818,131.545,1.383,1.484,2.276,0.399,9380.0,2911.0601
2859.177,11.828,127.296,1.4,1.508,2.289,0.394,9380.5,2998.47
2859.329,11.864,127.527,1.443,1.554,2.297,0.373,9381.0,2998.47
2859.481,11.88,124.361,1.495,1.611,2.296,0.404,9381.5,2998.47
2859.634,11.839,131.067,1.5,1.618,2.289,0.427,9382.0,2998.47
2859.786,11.753,130.835,1.467,1.577,2.284,0.442,9382.5,2998.47
2859.938,11.722,132.841,1.454,1.564,2.289,0.41,9383.0,2998.47
2860.091,11.758,130.249,1.484,1.601,2.301,0.393,9383.5,2970.3301
2860.243,11.712,126.27,1.513,1.635,2.307,0.422,9384.0,2988.1599
2860.396,11.786,124.76,1.49,1.602,2.305,0.444,9384.5,2998.47
2860.548,11.926,127.178,1.434,1.536,2.3,0.422,9385.0,2998.47
2860.7,11.858,136.77,1.381,1.473,2.295,0.423,9385.5,117.733
2860.853,11.788,139.746,1.352,1.437,2.28,0.483,9386.0,117.733
2861.005,11.732,134.655,1.373,1.457,2.259,0.605,9386.5,117.733
2861.158,11.55,122.734,1.381,1.458,2.243,0.585,9387.0,2998.47
2861.31,11.628,113.8,1.348,1.413,2.242,0.615,9387.5,2998.47
2861.462,11.811,112.88,1.326,1.384,2.252,0.549,9388.0,2998.47
2861.615,11.799,117.075,1.318,1.372,2.264,0.466,9388.5,2660.27
2861.767,11.82,120.643,1.332,1.385,2.268,0.418,9389.0,2468.4299
2861.92,11.838,125.671,1.362,1.415,2.26,0.42,9389.5,2543.5
2862.072,11.851,128.878,1.386,1.432,2.248,0.476,9390.0,2998.47
2862.224,11.96,129.472,1.414,1.457,2.243,0.519,9390.5,2998.47
2862.377,12.072,124.88,1.443,1.486,2.253,0.453,9391.0,2998.47
2862.529,12.094,121.015,1.492,1.533,2.273,0.436,9391.5,2998.47
2862.682,12.041,127.523,1.51,1.553,2.291,0.449,9392.0,2998.47
2862.834,12.134,129.462,1.516,1.563,2.302,0.455,9392.5,2998.47
2862.986,12.238,132.933,1.508,1.549,2.307,0.422,9393.0,2998.47
2863.139,12.187,127.173,1.496,1.539,2.309,0.421,9393.5,2706.3201
2863.291,12.15,130.331,1.478,1.528,2.312,0.43,9394.0,1895.38
2863.444,12.108,131.81,1.482,1.535,2.321,0.454,9394.5,1352.76
2863.596,12.066,129.216,1.484,1.532,2.329,0.485,9395.0,1074.62
2863.748,11.954,127.705,1.498,1.545,2.328,0.468,9395.5,917.806
2863.901,11.871,127.21,1.505,1.549,2.323,0.423,9396.0,39.3136
2864.053,11.803,127.625,1.504,1.542,2.32,0.4,9396.5,42.65
2864.206,11.785,123.73,1.508,1.543,2.321,0.461,9397.0,60.4492
2864.358,11.894,117.099,1.517,1.555,2.323,0.529,9397.5,0.2324
2864.51,11.967,122.621,1.531,1.567,2.324,0.521,9398.0,0.2324
2864.663,11.994,124.794,1.523,1.564,2.319,0.445,9398.5,0.2324
2864.815,12.018,129.302,1.506,1.551,2.303,0.392,9399.0,0.2324
2864.968,11.977,128.951,1.496,1.539,2.284,0.393,9399.5,0.2324
2865.12,12.015,130.369,1.468,1.509,2.28,0.466,9400.0,0.2324
2865.272,12.031,132.63,1.469,1.513,2.298,0.54,9400.5,0.2324
2865.425,12.075,131.449,1.501,1.551,2.33,0.432,9401.0,0.2324
2865.577,12.128,129.162,1.501,1.55,2.351,0.382,9401.5,0.2324
2865.729,12.032,128.154,1.392,1.427,2.344,0.371,9402.0,0.2324
2865.882,12.043,128.575,1.348,1.374,2.321,0.374,9402.5,0.2324
2866.034,12.041,127.993,1.381,1.407,2.307,0.366,9403.0,69.3416
2866.187,12.008,126.432,1.431,1.465,2.307,0.36,9403.5,67.8634
2866.339,12.042,124.548,1.405,1.434,2.305,0.343,9404.0,69.3167
